SERVICE REQUEST #,DATE RECEIVED,LOT LOCATION,DANGEROUS OR HAZARDOUS?,Dangerous flag,OPEN OR BOARDED?,Open flag,ENTRY POINT,VACANT OR OCCUPIED?,Vacant flag,VACANT DUE TO FIRE?,Fire flag,ANY PEOPLE USING PROPERTY?,In use flag,ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,Full Address,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,Location
11-03695936,08/30/2011,Front,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,4445,W,JACKSON,BLVD,60624,4445 W JACKSON BLVD chicago IL 60624,1146799.72799495,1898316.7824919,41.87695280510666,-87.7364620365994,"41.87695280510666,-87.7364620365994"
11-03696039,08/30/2011,Front,,2,Open,1,TALL WEEDS YARD,Vacant,1,,0,,0,1938,N,KOSTNER,AVE,60639,1938 N KOSTNER AVE chicago IL 60639,1146746.20862069,1912518.41678535,41.915924655845664,-87.73629568295506,"41.915924655845664,-87.73629568295506"
11-03696132,08/30/2011,Front,,2,Open,1,"SECURITY FENCE, FRONT",Vacant,1,,0,1,1,11827,S,SANGAMON,ST,60643,11827 S SANGAMON ST chicago IL 60643,1172119.67317341,1826400.461232,41.67908525426379,-87.6456067354846,"41.67908525426379,-87.6456067354846"
11-03696192,08/30/2011,Front,,2,Boarded,0,BACK,Vacant,1,,0,1,1,5042,S,ELIZABETH,ST,60609,5042 S ELIZABETH ST chicago IL 60609,1168844.80991796,1871341.88310534,41.8024819585635,-87.65629987146428,"41.8024819585635,-87.65629987146428"
11-03696909,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,,0,5150,S,WOLCOTT,AVE,60609,5150 S WOLCOTT AVE chicago IL 60609,1164547.08611512,1870861.23331191,41.80125481116811,-87.67207505527674,"41.80125481116811,-87.67207505527674"
11-03696916,08/31/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,8255,S,COMMERCIAL,AVE,60617,8255 S COMMERCIAL AVE chicago IL 60617,1197627.10022548,1850723.45109264,41.745233115948906,-87.55143216026478,"41.745233115948906,-87.55143216026478"
11-03697046,08/31/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,1219,N,PULASKI,RD,60651,1219 N PULASKI RD chicago IL 60651,1149494.49170462,1907917.65232633,41.90324676650221,-87.72631820483666,"41.90324676650221,-87.72631820483666"
11-03697069,08/31/2011,Rear,,2,Open,1,SOMEONE HAS KICK IN THE REAR  DOOR IN AT THIS RECENTLY FORECLOSED HOME,Vacant,1,,0,,0,3653,W,81ST,ST,60652,3653 W 81ST ST chicago IL 60652,1153419.10681464,1850634.17009616,41.74597627086881,-87.7134203983269,"41.74597627086881,-87.7134203983269"
11-03697760,08/31/2011,,,2,,2,,,2,,0,,0,3950,S,CICERO,AVE,60638,3950 S CICERO AVE chicago IL 60638,1145020.95528471,1877810.36520696,41.820714186916824,-87.7435103742434,"41.820714186916824,-87.7435103742434"
11-03697781,08/31/2011,,,2,,2,,,2,,0,,0,849,W,CORNELIA,AVE,60657,849 W CORNELIA AVE chicago IL 60657,1169884.66008784,1923450.67573246,41.945449812321066,-87.65096703043268,"41.945449812321066,-87.65096703043268"
11-03697818,08/31/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,2444,W,AUGUSTA,BLVD,60622,2444 W AUGUSTA BLVD chicago IL 60622,1159928.23822781,1906580.4226958,41.899368309767716,-87.68802972585723,"41.899368309767716,-87.68802972585723"
11-03697835,08/31/2011,Front,,2,Open,1,SQUATTERS LIVING  INSIDE THE  BUILDING,Vacant,1,,0,1,1,1400,S,KOSTNER,AVE,60623,1400 S KOSTNER AVE chicago IL 60623,1147276.31071418,1893009.75106641,41.862380561839466,-87.73484800675593,"41.862380561839466,-87.73484800675593"
11-03697850,08/31/2011,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,835,N,FRANCISCO,AVE,60622,835 N FRANCISCO AVE chicago IL 60622,1156898.90991988,1905508.61439529,41.896489160297364,-87.6991855292579,"41.896489160297364,-87.6991855292579"
11-03698180,08/31/2011,,,2,,2,,,2,,0,,0,7032,S,VERNON,AVE,60637,7032 S VERNON AVE chicago IL 60637,1180463.12128852,1858491.40807858,41.7669600072646,-87.61408507126646,"41.7669600072646,-87.61408507126646"
11-03698187,08/31/2011,,,2,,2,,,2,,0,,0,1710,N,CENTRAL,AVE,60639,1710 N CENTRAL AVE chicago IL 60639,1138785.52310278,1910852.8834144,41.91150258814617,-87.7655836277815,"41.91150258814617,-87.7655836277815"
11-03698189,08/31/2011,,,2,,2,,,2,,0,,0,1709,N,PARKSIDE,AVE,60639,1709 N PARKSIDE AVE chicago IL 60639,1138452.2362149,1910766.99052073,41.91127293540261,-87.7668101203728,"41.91127293540261,-87.7668101203728"
11-03698434,08/31/2011,,,2,,2,,,2,,0,,0,4925,N,NAGLE,AVE,60630,4925 N NAGLE AVE chicago IL 60630,1132554.06397938,1932377.50349424,41.97067946621748,-87.7879733542051,"41.97067946621748,-87.7879733542051"
11-03698547,08/31/2011,Front,,2,Open,1,"FRONT/REAR DOORS, WINDOWS -[VERY HIGH WEEDS IN YARDS]",Vacant,1,,0,1,1,7025,S,DANTE,AVE,60637,7025 S DANTE AVE chicago IL 60637,1187175.83500612,1858604.42082562,41.767113455163546,-87.58947700803394,"41.767113455163546,-87.58947700803394"
11-03698639,08/31/2011,,,2,,2,,,2,,0,,0,5322,N,LUDLAM,AVE,60630,5322 N LUDLAM AVE chicago IL 60630,1139188.20798469,1935119.82599875,41.97808615608898,-87.7635116185454,"41.97808615608898,-87.7635116185454"
11-03698724,08/31/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,111,W,111TH,PL,60628,111 W 111TH PL chicago IL 60628,1177430.57780417,1831020.00449496,41.69164399994727,-87.62602790819506,"41.69164399994727,-87.62602790819506"
11-03699344,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3050,W,BELDEN,AVE,60647,3050 W BELDEN AVE chicago IL 60647,1155665.8800311,1915253.04032207,41.92325361736872,-87.70345142007062,"41.92325361736872,-87.70345142007062"
11-03699352,08/31/2011,,,2,,2,,,2,,0,,0,8417,S,KNOX,AVE,60652,8417 S KNOX AVE chicago IL 60652,1146780.01062434,1848238.38970441,41.73953048828119,-87.73780854154492,"41.73953048828119,-87.73780854154492"
11-03699854,08/31/2011,Front,,2,Open,1,FRONT DOOR HAS BEEN KICK IN ONLY REAR IS BOARDED UP,Vacant,1,,0,1,1,6433,S,ABERDEEN,ST,60621,6433 S ABERDEEN ST chicago IL 60621,1170087.75279061,1862145.89761347,41.777220164016,-87.65200874061486,"41.777220164016,-87.65200874061486"
11-03700625,08/31/2011,Garage,,2,Open,1,SIDE DOOR OF EMPTY GARAGE,Occupied,0,,0,,0,7132,S,FAIRFIELD,AVE,60629,7132 S FAIRFIELD AVE chicago IL 60629,1159273.51993,1857234.27110782,41.763970219196,-87.6917880849688,"41.763970219196,-87.6917880849688"
11-03700651,08/31/2011,Rear,,2,Open,1,,Vacant,1,1,1,1,1,6008,S,WINCHESTER,AVE,60636,6008 S WINCHESTER AVE chicago IL 60636,1164386.50443065,1864817.26878045,41.784672806444135,-87.67283426455165,"41.784672806444135,-87.67283426455165"
11-03700705,08/31/2011,Front,,2,Open,1,WINDDOWS ARE BROKEN AND GUTTERS ARE HANGING OFF,Vacant,1,,0,1,1,7430,S,INGLESIDE,AVE,60619,7430 S INGLESIDE AVE chicago IL 60619,1183848.7897332,1855944.89272713,41.75989376048931,-87.60175475349757,"41.75989376048931,-87.60175475349757"
11-03700978,08/31/2011,Front,,2,Open,1,FRONT DOOR WAS LEFT OPEN. AFTER CLLR SEEN PEOPLE LEAVING W/A STOVE,Vacant,1,,0,1,1,10449,S,BENSLEY,AVE,60617,10449 S BENSLEY AVE chicago IL 60617,1194527.61550231,1836215.10733138,41.70549761809728,-87.5632645066726,"41.70549761809728,-87.5632645066726"
11-03701207,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3800,N,PAULINA,ST,60613,3800 N PAULINA ST chicago IL 60613,1164314.35802185,1925286.88510727,41.95060832150154,-87.67138919442941,"41.95060832150154,-87.67138919442941"
11-03701415,08/31/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,6730,S,SANGAMON,ST,60621,6730 S SANGAMON ST chicago IL 60621,1171136.74642935,1860204.33798892,41.77186942101435,-87.64821985244055,"41.77186942101435,-87.64821985244055"
11-03701419,08/31/2011,Front,,2,Open,1,"FRONT,BACK AND SIDE",Vacant,1,,0,,0,4726,W,FLOURNOY,ST,60644,4726 W FLOURNOY ST chicago IL 60644,1144849.79157714,1896606.97403315,41.87229786843827,-87.74366482874005,"41.87229786843827,-87.74366482874005"
11-03701451,08/31/2011,,,2,,2,,,2,,0,,0,1420,W,95TH,ST,60643,1420 W 95TH ST chicago IL 60643,1168450.28693004,1841742.48859537,41.72126584361702,-87.65859823345534,"41.72126584361702,-87.65859823345534"
11-03701542,08/31/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,1905,N,SAYRE,AVE,60707,1905 N SAYRE AVE chicago IL 60707,1129287.01623406,1911890.175902,41.91451628560263,-87.8004551125866,"41.91451628560263,-87.8004551125866"
11-03701813,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1851,N,HERMITAGE,AVE,60622,1851 N HERMITAGE AVE chicago IL 60622,1164391.26878875,1912379.54347176,41.91518821071799,-87.67147275509214,"41.91518821071799,-87.67147275509214"
11-03701927,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,,0,8317,S,BURLEY,AVE,60617,8317 S BURLEY AVE chicago IL 60617,1199256.89503056,1850442.70381815,41.74442193153465,-87.5454698846102,"41.74442193153465,-87.5454698846102"
11-03702092,08/31/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,8404,S,BURLEY,AVE,60617,8404 S BURLEY AVE chicago IL 60617,1199271.28892865,1849867.35682269,41.74284277673727,-87.54543644710796,"41.74284277673727,-87.54543644710796"
11-03702118,08/31/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,1,1,6619,N,ROCKWELL,ST,60645,6619 N ROCKWELL ST chicago IL 60645,1157789.16276877,1943831.35831934,42.00163105466936,-87.69486727391319,"42.00163105466936,-87.69486727391319"
11-03702158,08/31/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,2059,W,47TH,ST,60609,2059 W 47TH ST chicago IL 60609,1163349.72011626,1873493.7556903,41.80850396485599,-87.67639244757085,"41.80850396485599,-87.67639244757085"
11-03702830,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,5700,W,ERIE,ST,60644,5700 W ERIE ST chicago IL 60644,1138160.88003217,1903720.04002993,41.89194052182892,-87.768051069769,"41.89194052182892,-87.768051069769"
11-03702844,08/31/2011,Front,,2,Open,1,ALL AROUND,Vacant,1,,0,,0,7655,W,FOSTER,AVE,60656,7655 W FOSTER AVE chicago IL 60656,1124300.42393078,1933628.39380816,41.97425220861178,-87.81829567265345,"41.97425220861178,-87.81829567265345"
11-03703168,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,1725,W,19TH,ST,60608,1725 W 19TH ST chicago IL 60608,1165110.98899167,1890787.23190288,41.855921942249495,-87.66944229852318,"41.855921942249495,-87.66944229852318"
11-03703229,08/31/2011,Rear,,2,Open,1,,Vacant,1,,0,,0,11701,S,PERRY,AVE,60628,11701 S PERRY AVE chicago IL 60628,1177679.73687868,1827366.88008403,41.68161366611887,-87.62522564618614,"41.68161366611887,-87.62522564618614"
11-03703480,08/31/2011,Front,,2,Open,1,FRONT REAR,Vacant,1,,0,1,1,6212,S,HERMITAGE,AVE,60636,6212 S HERMITAGE AVE chicago IL 60636,1165743.79617934,1863496.84597787,41.781020679494496,-87.66789532728747,"41.781020679494496,-87.66789532728747"
11-03703488,08/31/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,2046,E,73RD,ST,60649,2046 E 73RD ST chicago IL 60649,1191216.63020124,1856970.3462061,41.76253257352881,-87.57471890599767,"41.76253257352881,-87.57471890599767"
11-03703504,08/31/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,3624,W,68TH,ST,60629,3624 W 68TH ST chicago IL 60629,1153341.00002208,1859276.09997738,41.76969268390883,-87.71347843885805,"41.76969268390883,-87.71347843885805"
11-03703595,08/31/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,4106,W,GLADYS,AVE,60624,4106 W GLADYS AVE chicago IL 60624,1149074.6921275,1898038.42838877,41.876145252504145,-87.72811617999605,"41.876145252504145,-87.72811617999605"
11-03703628,08/31/2011,,,2,,2,,,2,,0,,0,4386,W,OGDEN,AVE,60623,4386 W OGDEN AVE chicago IL 60623,1147547.00512181,1887709.1509201,41.847829857571234,-87.73399013109382,"41.847829857571234,-87.73399013109382"
11-03703630,08/31/2011,,,2,,2,,,2,,0,,0,4833,W,BERTEAU,AVE,60641,4833 W BERTEAU AVE chicago IL 60641,1143383.18417237,1927486.00006971,41.95706071233206,-87.74827607692679,"41.95706071233206,-87.74827607692679"
11-03703795,08/31/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,3245,S,HALSTED,ST,60608,3245 S HALSTED ST chicago IL 60608,1171502.6530998,1883193.51011135,41.834946117792036,-87.64620486199414,"41.834946117792036,-87.64620486199414"
11-03703817,08/31/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,3424,S,HALSTED,ST,60608,3424 S HALSTED ST chicago IL 60608,1171530.35661522,1882114.29992801,41.831984059332754,-87.64613488925923,"41.831984059332754,-87.64613488925923"
11-03703865,08/31/2011,Front,,2,Boarded,0,,Vacant,1,,0,,0,3475,S,HALSTED,ST,60608,3475 S HALSTED ST chicago IL 60608,1171538.68647147,1881786.12597413,41.83108333717634,-87.64611395882324,"41.83108333717634,-87.64611395882324"
11-03704248,09/01/2011,Front,,2,Open,1,FRONT & REAR,Vacant,1,,0,1,1,802,N,FRANCISCO,AVE,60622,802 N FRANCISCO AVE chicago IL 60622,1156907.30991988,1905215.61439529,41.89568497163081,-87.69916263182216,"41.89568497163081,-87.69916263182216"
11-03704472,09/01/2011,Garage,,2,Open,1,,Vacant,1,,0,,0,354,W,119TH,ST,60628,354 W 119TH ST chicago IL 60628,1175986.33559492,1826010.05438255,41.67792835113284,-87.63146486048026,"41.67792835113284,-87.63146486048026"
11-03704733,09/01/2011,Front,,2,Open,1,,Vacant,1,,0,,0,2430,N,TRIPP,AVE,60639,2430 N TRIPP AVE chicago IL 60639,1147644.92192107,1915819.06358939,41.92496473055771,-87.73290893419077,"41.92496473055771,-87.73290893419077"
11-03704856,09/01/2011,,,2,,2,,,2,,0,,0,412,E,87TH,PL,60619,412 E 87TH PL chicago IL 60619,1180525.28580115,1847065.02981004,41.73560333159935,-87.61420727307474,"41.73560333159935,-87.61420727307474"
11-03705500,09/01/2011,,,2,,2,,,2,,0,,0,6230,W,ADDISON,ST,60634,6230 W ADDISON ST chicago IL 60634,1134206.44840179,1923290.18608741,41.94571392446801,-87.7821122374143,"41.94571392446801,-87.7821122374143"
11-03706433,09/01/2011,Front,,2,Open,1,REAR WINDOW,Vacant,1,,0,,0,10742,S,DRAKE,AVE,60655,10742 S DRAKE AVE chicago IL 60655,1154588.95569469,1833146.72212759,41.697964383413115,-87.70959804541026,"41.697964383413115,-87.70959804541026"
11-03707393,09/01/2011,Front,,2,Open,1,THE ENTRY POINT IS IN THE FRONT AND THE REAR OF THE BUILDING.,Vacant,1,,0,1,1,703,W,76TH,ST,60620,703 W 76TH ST chicago IL 60620,1172918.34202199,1854476.9730131,41.75611370642743,-87.64185787812022,"41.75611370642743,-87.64185787812022"
11-03707463,09/01/2011,,,2,,2,,,2,,0,,0,2014,W,22ND,PL,60608,2014 W 22ND PL chicago IL 60608,1163293.87502223,1889075.60783162,41.851263439053476,-87.67616008171551,"41.851263439053476,-87.67616008171551"
11-03707604,09/01/2011,,,2,,2,,,2,,0,,0,5526,S,CARPENTER,ST,60621,5526 S CARPENTER ST chicago IL 60621,1170258.15988372,1868069.12242625,41.79347047599989,-87.6512117627241,"41.79347047599989,-87.6512117627241"
11-03707607,09/01/2011,,,2,,2,,,2,,0,,0,7006,S,EMERALD,AVE,60621,7006 S EMERALD AVE chicago IL 60621,1172517.06479285,1858413.02782641,41.76692356708436,-87.64321274406007,"41.76692356708436,-87.64321274406007"
11-03707682,09/01/2011,Rear,,2,Open,1,,Vacant,1,1,1,1,1,6336,S,MARSHFIELD,AVE,60636,6336 S MARSHFIELD AVE chicago IL 60636,1166416.79748868,1862685.80997243,41.77878077542512,-87.66545105699909,"41.77878077542512,-87.66545105699909"
11-03707900,09/01/2011,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,,0,2938,N,WHIPPLE,ST,60618,2938 N WHIPPLE ST chicago IL 60618,1155535.08839898,1919379.71562123,41.93458016527925,-87.70382067139073,"41.93458016527925,-87.70382067139073"
11-03707950,09/01/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,2138,N,KOSTNER,AVE,60639,2138 N KOSTNER AVE chicago IL 60639,1146705.28419582,1913964.31011174,41.919893111191556,-87.73640906352793,"41.919893111191556,-87.73640906352793"
11-03708367,09/01/2011,Rear,,2,Open,1,REAR DOOR & WINDOWS,Vacant,1,,0,,0,8916,S,DOBSON,AVE,60619,8916 S DOBSON AVE chicago IL 60619,1184670.89166734,1846164.73893031,41.73303677673684,-87.59904766372706,"41.73303677673684,-87.59904766372706"
11-03708551,09/01/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3910,W,ARTHINGTON,ST,60624,3910 W ARTHINGTON ST chicago IL 60624,1150457.65237751,1895749.12341638,41.86983626831818,-87.72309814561667,"41.86983626831818,-87.72309814561667"
11-03708617,09/01/2011,Rear,,2,Boarded,0,,Vacant,1,,0,1,1,7154,S,EUCLID,AVE,60649,7154 S EUCLID AVE chicago IL 60649,1190280.67821366,1857899.71612952,41.7651054407642,-87.57811934562669,"41.7651054407642,-87.57811934562669"
11-03708831,09/01/2011,Front,,2,Open,1,ALL AROUND//BROKEN FRONT WINDOW,Vacant,1,,0,,0,9725,S,WESTERN,AVE,60643,9725 S WESTERN AVE chicago IL 60643,1162089.86028102,1840083.1600315,41.71684680790504,-87.68194131159811,"41.71684680790504,-87.68194131159811"
11-03708995,09/01/2011,Front,,2,Open,1,THE REAR OF THE PROPERTY IS OPEN.,Vacant,1,,0,,0,6829,S,CAMPBELL,AVE,60629,6829 S CAMPBELL AVE chicago IL 60629,1160886.53190383,1859292.52907073,41.76958521161002,-87.68581919153155,"41.76958521161002,-87.68581919153155"
11-03710072,09/01/2011,Front,,2,Boarded,0,REAR,Vacant,1,,0,1,1,419,E,46TH,PL,60653,419 E 46TH PL chicago IL 60653,1179844.62827217,1874281.44001967,41.8103035128238,-87.61586910062061,"41.8103035128238,-87.61586910062061"
11-03710092,09/01/2011,Front,,2,Open,1,"REAR, AND GARAGE",Vacant,1,,0,1,1,3928,W,85TH,PL,60652,3928 W 85TH PL chicago IL 60652,1151721.16190917,1847550.53310521,41.737547632446194,-87.719722667071,"41.737547632446194,-87.719722667071"
11-03710620,09/01/2011,Front,,2,Open,1,REAR DOORS/ALL WINDOWS OPEN & UNSECURED,Vacant,1,,0,1,1,5316,S,SAWYER,AVE,60632,5316 S SAWYER AVE chicago IL 60632,1155615.1788175,1869190.49062084,41.79685394982586,-87.70487659983381,"41.79685394982586,-87.70487659983381"
11-03710997,09/01/2011,Front,,2,Open,1,,Vacant,1,,0,,0,3008,W,107TH,ST,60655,3008 W 107TH ST chicago IL 60655,1158096.0637011,1833526.16011773,41.698935216562155,-87.69674644932795,"41.698935216562155,-87.69674644932795"
11-03711289,09/01/2011,Front,,2,Open,1,REAR,Vacant,1,,0,,0,4665,W,IRVING PARK,RD,60641,4665 W IRVING PARK RD chicago IL 60641,1144307.75001156,1926175.28149032,41.95344661802186,-87.74491014522287,"41.95344661802186,-87.74491014522287"
11-03711315,09/02/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,12353,S,EMERALD,AVE,60628,12353 S EMERALD AVE chicago IL 60628,1173560.93876658,1822946.7790327,41.66957609597253,-87.64043278157797,"41.66957609597253,-87.64043278157797"
11-03711384,09/02/2011,Front,,2,Open,1,,Vacant,1,,0,,0,4115,N,KIMBALL,AVE,60618,4115 N KIMBALL AVE chicago IL 60618,1152984.89519579,1927228.84967354,41.95616976673269,-87.71298392411347,"41.95616976673269,-87.71298392411347"
11-03711646,09/02/2011,Rear,,2,Open,1,REAR,Vacant,1,,0,1,1,5027,S,INDIANA,AVE,60615,5027 S INDIANA AVE chicago IL 60615,1178450.41440412,1871736.25891207,41.803351137016016,-87.62106022644673,"41.803351137016016,-87.62106022644673"
11-03713192,09/02/2011,Front,,2,Open,1,,Vacant,1,1,1,,0,3332,W,16TH,ST,60623,3332 W 16TH ST chicago IL 60623,1154305.82691166,1891843.02999284,41.85904157991638,-87.70907456261357,"41.85904157991638,-87.70907456261357"
11-03713700,09/02/2011,,,2,,2,,,2,,0,,0,9531,S,PRINCETON,AVE,60628,9531 S PRINCETON AVE chicago IL 60628,1175959.42548668,1841725.85462257,41.721055402947634,-87.63109432195607,"41.721055402947634,-87.63109432195607"
11-03713702,09/02/2011,,,2,,2,,,2,,0,,0,4506,S,ALBANY,AVE,60632,4506 S ALBANY AVE chicago IL 60632,1156456.01372051,1874601.74648101,41.81168625691004,-87.70164730014608,"41.81168625691004,-87.70164730014608"
11-03713708,09/02/2011,,,2,,2,,,2,,0,,0,3818,N,KENNETH,AVE,60641,3818 N KENNETH AVE chicago IL 60641,1145797.1163928,1925007.49450049,41.950213921393384,-87.73946479054834,"41.950213921393384,-87.73946479054834"
11-03713711,09/02/2011,,,2,,2,,,2,,0,,0,5803,W,59TH,ST,60638,5803 W 59TH ST chicago IL 60638,1138698.6490778,1864861.56157922,41.78529724347403,-87.7670169871426,"41.78529724347403,-87.7670169871426"
11-03713715,09/02/2011,,,2,,2,,,2,,0,,0,3707,S,WOOD,ST,60609,3707 S WOOD ST chicago IL 60609,1164959.03102424,1880124.94298401,41.82666677551125,-87.67030217618839,"41.82666677551125,-87.67030217618839"
11-03713743,09/02/2011,,,2,,2,,,2,,0,,0,8530,S,EUCLID,AVE,60617,8530 S EUCLID AVE chicago IL 60617,1190669.69702239,1848800.67558541,41.7401274979946,-87.57698668466017,"41.7401274979946,-87.57698668466017"
11-03714083,09/02/2011,,,2,,2,,,2,,0,,0,5618,S,OAKLEY,AVE,60636,5618 S OAKLEY AVE chicago IL 60636,1162074.55770375,1867382.00992657,41.79175921666047,-87.68123953073005,"41.79175921666047,-87.68123953073005"
11-03714131,09/02/2011,Front,,2,Open,1,REAR-OPEN WINDOW,Vacant,1,,0,,0,6148,S,ELLIS,AVE,60637,6148 S ELLIS AVE chicago IL 60637,1183947.30252528,1864446.61213376,41.78322097307882,-87.60112843748676,"41.78322097307882,-87.60112843748676"
11-03714148,09/02/2011,Front,,2,Open,1,NORTH @(1)-OPEN WINDOW,Vacant,1,,0,,0,6150,S,ELLIS,AVE,60637,6150 S ELLIS AVE chicago IL 60637,1183939.20252528,1864771.01213376,41.784111344346755,-87.6011480066678,"41.784111344346755,-87.6011480066678"
11-03714217,09/02/2011,Garage,,2,Open,1,GARAGE OPEN,Vacant,1,1,1,1,1,2000,W,68TH,ST,60636,2000 W 68TH ST chicago IL 60636,1164199.43123429,1859563.23716707,41.770258987698156,-87.67366792415302,"41.770258987698156,-87.67366792415302"
11-03715324,09/02/2011,Front,,2,Boarded,0,BLD IS SECURED,Vacant,1,,0,1,1,6615,S,CHAMPLAIN,AVE,60637,6615 S CHAMPLAIN AVE chicago IL 60637,1181704.44553164,1861293.67838532,41.77462113943453,-87.60944871110623,"41.77462113943453,-87.60944871110623"
11-03715592,09/02/2011,Front,,2,Boarded,0,,Vacant,1,,0,1,1,3146,S,INDIANA,AVE,60616,3146 S INDIANA AVE chicago IL 60616,1178117.54422878,1884179.27952591,41.83750337604441,-87.6219031634455,"41.83750337604441,-87.6219031634455"
11-03715867,09/02/2011,Rear,,2,Open,1,,Vacant,1,,0,1,1,2052,W,68TH,ST,60636,2052 W 68TH ST chicago IL 60636,1163877.09997817,1859556.08010593,41.77024612585029,-87.67484966379793,"41.77024612585029,-87.67484966379793"
11-03716077,09/02/2011,Front,,2,Open,1,INFESTED W/DOGS,Vacant,1,,0,,0,10704,S,LANGLEY,AVE,60628,10704 S LANGLEY AVE chicago IL 60628,1182810.57617904,1834115.27990395,41.70001493266712,-87.60623559229829,"41.70001493266712,-87.60623559229829"
11-03716142,09/02/2011,Front,,2,Open,1,FRONT DOOR IS UNLOCKED,Vacant,1,,0,1,1,1627,N,ST LOUIS,AVE,60647,1627 N ST LOUIS AVE chicago IL 60647,1153013.40309875,1910597.58292992,41.91053168760736,-87.71332127791709,"41.91053168760736,-87.71332127791709"
11-03716318,09/02/2011,Front,,2,Open,1,FRONT AND BACK,Vacant,1,,0,,0,9909,S,WENTWORTH,AVE,60628,9909 S WENTWORTH AVE chicago IL 60628,1176690.52459093,1839162.64071264,41.71400520000129,-87.62849333357273,"41.71400520000129,-87.62849333357273"
11-03716338,09/02/2011,Front,,2,Open,1,REAR DOOR,Vacant,1,,0,1,1,4333,W,MADISON,ST,60624,4333 W MADISON ST chicago IL 60624,1147503.84947634,1899661.64098129,41.880629786802785,-87.73384219624188,"41.880629786802785,-87.73384219624188"
11-03716594,09/02/2011,Front,,2,Boarded,0,FRONT,Vacant,1,,0,1,1,8755,S,MUSKEGON,AVE,60617,8755 S MUSKEGON AVE chicago IL 60617,1196529.86428851,1847464.06020254,41.73631637837868,-87.55556046347196,"41.73631637837868,-87.55556046347196"
11-03716868,09/02/2011,,,2,,2,,,2,,0,,0,3325,N,KEDZIE,AVE,60618,3325 N KEDZIE AVE chicago IL 60618,1154466.25262853,1921881.24003214,41.9414660025352,-87.70768157180008,"41.9414660025352,-87.70768157180008"
11-03716948,09/02/2011,Rear,,2,Boarded,0,SIDE WINDOW'S BOARD WAS REMOVED,Vacant,1,1,1,1,1,4329,W,25TH,PL,60623,4329 W 25TH PL chicago IL 60623,1148052.76409142,1886703.55427954,41.84506066808005,-87.73215979518815,"41.84506066808005,-87.73215979518815"
11-03716974,09/02/2011,Front,,2,Open,1,FRONT AND REAR,Vacant,1,,0,1,1,2113,N,LAVERGNE,AVE,60639,2113 N LAVERGNE AVE chicago IL 60639,1142715.7266793,1913587.08438426,41.91893323167594,-87.7510769288173,"41.91893323167594,-87.7510769288173"
11-03717140,09/02/2011,Rear,,2,Open,1,ALL OVER,Vacant,1,,0,1,1,6716,S,LAFLIN,ST,60636,6716 S LAFLIN ST chicago IL 60636,1167491.90412353,1860199.02973096,41.77193375328407,-87.66158084231141,"41.77193375328407,-87.66158084231141"
11-03717319,09/02/2011,Front,,2,Open,1,FRONT,Vacant,1,1,1,1,1,3328,W,MAYPOLE,AVE,60624,3328 W MAYPOLE AVE chicago IL 60624,1154142.62768141,1900784.81912364,41.8835820613407,-87.7094350524513,"41.8835820613407,-87.7094350524513"
11-03717330,09/02/2011,Front,,2,Open,1,,Vacant,1,,0,1,1,3208,W,WARREN,BLVD,60624,3208 W WARREN BLVD chicago IL 60624,1154984.93599689,1900170.21306775,41.881878675417994,-87.70635850244523,"41.881878675417994,-87.70635850244523"
11-03717496,09/02/2011,Front,,2,Open,1,COMP OPEN,Vacant,1,,0,,0,5525,N,FOREST GLEN,AVE,60630,5525 N FOREST GLEN AVE chicago IL 60630,1141879.70902444,1936541.6606983,41.98193822330429,-87.75357808508167,"41.98193822330429,-87.75357808508167"
