request_number,date_received,location_on_lot,dangerous_or_hazardous,dangerous,open_or_boarded,open,entry_point,vacant_or_occupied,vacant_flag,vacant_due_to_fire,fire_flag,people_using_property,in_use_flag,address_street_num,address_street_dir,address_street_name,address_street_suffix,zip_code,full_address,x_coordinate,y_coordinate,latitude,longitude,location,the_geom,area_number,community_area,neigh_number,neighborhood
11-04228205,2011-12-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6100,S,HERMITAGE,AVE,60636,6100 S HERMITAGE AVE chicago IL 60636,1165726.5938831,1864190.27852465,41.7829239120645,-87.6679387217375,"41.78292391206451,-87.66793872173751",01010000204FE58A000CB908989EC9314137644D47FE713C41,67,WEST ENGLEWOOD,208,West Englewood
11-04256779,2011-12-15 00:00:00,Front,,2,Open,1,FRONT/REAR,Vacant,1,,0,,0,6102,S,WOOD,ST,60636,6102 S WOOD ST chicago IL 60636,1165394.73146557,1864218.8637941,41.7830093944254,-87.6691546264084,"41.78300939442543,-87.66915462640836",01010000204FE58A00DD5341BB52C83141329C21DD1A723C41,67,WEST ENGLEWOOD,208,West Englewood
12-00283751,2012-02-21 00:00:00,Front,,2,Open,1,,Vacant,1,1,1,,0,6123,S,WOLCOTT,AVE,60636,6123 S WOLCOTT AVE chicago IL 60636,1164738.02310997,1864061.30917953,41.7825909388978,-87.6715667800432,"41.78259093889776,-87.67156678004318",01010000204FE58A00F588EA05C2C53141C263264F7D713C41,67,WEST ENGLEWOOD,208,West Englewood
12-00750282,2012-04-11 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6140,S,HONORE,ST,60636,6140 S HONORE ST chicago IL 60636,1165071.42927351,1863955.89783224,41.7822946287974,-87.6703473916524,"41.782294628797366,-87.67034739165244",01010000204FE58A0066DEE46D0FC731416C55D8E513713C41,67,WEST ENGLEWOOD,208,West Englewood
12-00836246,2012-04-30 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,6146,S,HONORE,ST,60636,6146 S HONORE ST chicago IL 60636,1165072.52927351,1863915.69783224,41.7821842915517,-87.6703444951243,"41.782184291551694,-87.67034449512428",01010000204FE58A0000787E8710C731413922A5B2EB703C41,67,WEST ENGLEWOOD,208,West Englewood
11-00229010,2011-02-10 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,5701,S,CLAREMONT,AVE,60636,5701 S CLAREMONT AVE chicago IL 60636,1161727.17831733,1866808.91996872,41.7901938060577,-87.6825292210391,"41.79019380605773,-87.68252922103909",01010000204FE58A005D34A62DFFB93141EE1183EB387C3C41,63,GAGE PARK,208,West Englewood
11-03714083,2011-09-02 00:00:00,,,2,,2,,,2,,0,,0,5618,S,OAKLEY,AVE,60636,5618 S OAKLEY AVE chicago IL 60636,1162074.55770375,1867382.00992657,41.7917592166605,-87.6812395307301,"41.79175921666047,-87.68123953073005",01010000204FE58A0047ACC58E5ABB3141368C8A02767E3C41,63,GAGE PARK,208,West Englewood
11-00059064,2011-01-12 00:00:00,Rear,,2,Open,1,PEOPLE IN THE HOUSE ALL TIME,Vacant,1,,0,1,1,5515,S,SEELEY,AVE,,5515 S SEELEY AVE chicago IL,1163636.36990459,1867962.17239645,41.7933186051049,-87.6754963513718,"41.79331860510488,-87.67549635137182",01010000204FE58A003511B25E74C131417B2C222CBA803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00094243,2011-01-20 00:00:00,Front,,2,Open,1,"FRONT,REAR AND GARAGE",Vacant,1,,0,,0,5518,S,HONORE,ST,60636,5518 S HONORE ST chicago IL 60636,1164962.25990611,1867974.97323263,41.7933257879061,-87.6706340625466,"41.79332578790615,-87.67063406254655",01010000204FE58A00F2348942A2C631410DC625F9C6803C41,67,WEST ENGLEWOOD,208,West Englewood
11-03489998,2011-07-29 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,5516,S,DAMEN,AVE,60636,5516 S DAMEN AVE chicago IL 60636,1163968.82982124,1867965.05652052,41.793319531951,-87.6742771671305,"41.79331953195101,-87.67427716713054",01010000204FE58A002F2A6FD4C0C23141F920780EBD803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00018662,2011-01-04 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,5750,S,MARSHFIELD,AVE,60636,5750 S MARSHFIELD AVE chicago IL 60636,1166315.40711464,1866909.71329551,41.7903738543471,-87.6657025249069,"41.79037385434707,-87.66570252490688",01010000204FE58A0041AA3868EBCB3141D8889AB69D7C3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00023627,2011-01-05 00:00:00,Front,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,5716,S,WOLCOTT,AVE,60636,5716 S WOLCOTT AVE chicago IL 60636,1164663.83860938,1866763.40442813,41.7900073992101,-87.6717625362459,"41.79000739921014,-87.67176253624585",01010000204FE58A00B51AAFD677C53141189A88670B7C3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00949656,2011-04-19 00:00:00,Garage,,2,Boarded,0,REAR GARAGE- NEAR SCHOOL,Vacant,1,,0,1,1,1704,W,57TH,ST,60636,1704 W 57TH ST chicago IL 60636,1165940.64008471,1866900.86437575,41.7903575497659,-87.6670769511258,"41.79035754976585,-87.66707695112581",01010000204FE58A007097DCA374CA3141AABA47DD947C3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00982024,2011-04-20 00:00:00,Front,,2,Open,1,WINDOWS AND DOORS,Vacant,1,,0,1,1,5615,S,DAMEN,AVE,60636,5615 S DAMEN AVE chicago IL 60636,1163983.66583299,1867418.48512855,41.7918193591447,-87.6742381303564,"41.79181935914468,-87.67423813035643",01010000204FE58A00E50774AACFC231417962317C9A7E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00982064,2011-04-20 00:00:00,Front,,2,Open,1,DOORS/WINDOWS,Vacant,1,,0,1,1,5620,S,DAMEN,AVE,60636,5620 S DAMEN AVE chicago IL 60636,1163984.66583299,1867384.98512855,41.791727409878,-87.6742354052708,"41.791727409877964,-87.67423540527082",01010000204FE58A00E50774AAD0C23141796231FC787E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01038296,2011-04-22 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,5711,S,PAULINA,ST,60636,5711 S PAULINA ST chicago IL 60636,1165986.26158657,1866792.64971276,41.7900596251299,-87.6669127445349,"41.790059625129906,-87.66691274453493",01010000204FE58A006356F742A2CA3141509353A6287C3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01065680,2011-04-23 00:00:00,Front,,2,Open,1,REAR BOARDS HAVE BEEN TAKEN DOWN,Vacant,1,,0,,0,5606,S,HERMITAGE,AVE,60636,5606 S HERMITAGE AVE chicago IL 60636,1165634.06992858,1867517.86001065,41.7920571757303,-87.6681835618605,"41.792057175730264,-87.66818356186053",01010000204FE58A00E4D6E61142C9314170A829DCFD7E3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00185259,2011-02-04 00:00:00,Front,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,5528,S,HOYNE,AVE,,5528 S HOYNE AVE chicago IL,1163306.46990478,1867884.04360658,41.7931111307525,-87.6767082561736,"41.79311113075251,-87.67670825617364",01010000204FE58A00FEAD4B782AC0314103CD290B6C803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00213344,2011-02-08 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,5528,S,HOYNE,AVE,60636,5528 S HOYNE AVE chicago IL 60636,1163306.46990478,1867884.04360658,41.7931111307525,-87.6767082561736,"41.79311113075251,-87.67670825617364",01010000204FE58A00FEAD4B782AC0314103CD290B6C803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00284832,2011-02-17 00:00:00,Front,,2,Open,1,"FRONT & REAR DOORS OPEN/UNSECURED, SIDE WINDOW OFF THE ALLEY OPEN & UNSECURED",Vacant,1,,0,1,1,5514,S,HOYNE,AVE,60636,5514 S HOYNE AVE chicago IL 60636,1163304.46990478,1867959.14360658,41.7933172566022,-87.6767134866259,"41.793317256602194,-87.67671348662586",01010000204FE58A00FEAD4B7828C031419D66C324B7803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00405726,2011-03-11 00:00:00,,,2,,2,,,2,,0,,0,5533,S,MARSHFIELD,AVE,60636,5533 S MARSHFIELD AVE chicago IL 60636,1166286.85993178,1867925.854104,41.7931628765158,-87.665778268652,"41.79316287651575,-87.66577826865199",01010000204FE58A00387D24DCCECB31414B8FA6DA95803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00515540,2011-03-29 00:00:00,Front,,2,Open,1,"FRONT, REAR, SIDES",Vacant,1,1,1,1,1,5522,S,DAMEN,AVE,60636,5522 S DAMEN AVE chicago IL 60636,1163969.72982124,1867932.75652052,41.7932308777627,-87.6742747749105,"41.793230877762696,-87.67427477491051",01010000204FE58A009690D5BAC1C231412C54ABC19C803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00780585,2011-04-12 00:00:00,Garage,,2,Open,1,"GARAGE HAS BIG HOLE, WHERE KIDS ARE GETTING IN THROUGH",Vacant,1,,0,1,1,5544,S,WOLCOTT,AVE,60636,5544 S WOLCOTT AVE chicago IL 60636,1164635.4800125,1867828.84801911,41.7929317084451,-87.671836459919,"41.79293170844507,-87.67183645991896",01010000204FE58A006519E27A5BC53141C8C717D934803C41,67,WEST ENGLEWOOD,208,West Englewood
11-01391359,2011-05-04 00:00:00,Front,,2,Open,1,FRONT AND REAR,Vacant,1,1,1,,0,5543,S,WOOD,ST,60636,5543 S WOOD ST chicago IL 60636,1165295.42780427,1867849.2903715,41.7929738445339,-87.6694159235237,"41.79297384453391,-87.66941592352369",01010000204FE58A00A594846DEFC7314160C9554A49803C41,67,WEST ENGLEWOOD,208,West Englewood
11-01493375,2011-05-07 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5520,S,SEELEY,AVE,60636,5520 S SEELEY AVE chicago IL 60636,1163637.06990459,1867935.37239645,41.7932450478237,-87.6754945365265,"41.79324504782374,-87.67549453652653",01010000204FE58A006844E51175C13141AE5F555F9F803C41,67,WEST ENGLEWOOD,208,West Englewood
11-02229129,2011-05-28 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5537,S,WOOD,ST,60636,5537 S WOOD ST chicago IL 60636,1165294.52780427,1867881.3903715,41.7930619499541,-87.6694183147053,"41.793061949954144,-87.66941831470534",01010000204FE58A003E2E1E87EEC73141FA62EF6369803C41,67,WEST ENGLEWOOD,208,West Englewood
11-02346502,2011-05-31 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,1,1,5543,S,SEELEY,AVE,60636,5543 S SEELEY AVE chicago IL 60636,1163640.66990459,1867811.77239645,41.7929057982186,-87.6754848038368,"41.79290579821864,-87.67548480383677",01010000204FE58A0001DE7EAB78C1314114C6BBC523803C41,67,WEST ENGLEWOOD,208,West Englewood
11-03331029,2011-07-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5539,S,HAMILTON,AVE,60636,5539 S HAMILTON AVE chicago IL 60636,1162976.05987721,1867817.58449457,41.7929356773078,-87.6779216972986,"41.79293567730782,-87.67792169729864",01010000204FE58A00E31C540FE0BE3141A76FA19529803C41,67,WEST ENGLEWOOD,208,West Englewood
11-03588131,2011-08-13 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1607,W,56TH,ST,60636,1607 W 56TH ST chicago IL 60636,1166552.87539103,1867578.33740949,41.7922035763061,-87.6648127254655,"41.79220357630609,-87.6648127254655",01010000204FE58A0065A019E0D8CC3141E57760563A7F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03742967,2011-09-07 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,1603,W,56TH,ST,60636,1603 W 56TH ST chicago IL 60636,1166595.57539103,1867579.33740949,41.7922054091524,-87.6646561225856,"41.79220540915242,-87.66465612258563",01010000204FE58A0098D34C9303CD3141E57760563B7F3C41,67,WEST ENGLEWOOD,208,West Englewood
11-03945956,2011-10-13 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,5543,S,HOYNE,AVE,60636,5543 S HOYNE AVE chicago IL 60636,1163308.66990478,1867803.64360658,41.7928904568301,-87.6767024408082,"41.79289045683012,-87.67670244080817",01010000204FE58A0032E17EAB2CC031419D66C3A41B803C41,67,WEST ENGLEWOOD,208,West Englewood
11-04070167,2011-11-04 00:00:00,Front,,2,Boarded,0,,Vacant,1,,0,,0,5525,S,WINCHESTER,AVE,60636,5525 S WINCHESTER AVE chicago IL 60636,1164300.99989404,1867922.95200762,41.7931969975286,-87.6730603128882,"41.79319699752856,-87.67306031288818",01010000204FE58A00490EF9FF0CC4314179C5B6F392803C41,67,WEST ENGLEWOOD,208,West Englewood
11-04245878,2011-12-13 00:00:00,Front,,2,Open,1,WINDOWS BOARDED AND BACK DOOR UNBOARDED --,Vacant,1,,0,1,1,5527,S,DAMEN,AVE,60636,5527 S DAMEN AVE chicago IL 60636,1163970.42982124,1867905.95652052,41.7931573204712,-87.6742729614634,"41.79315732047123,-87.6742729614634",01010000204FE58A00C9C3086EC2C231415F87DEF481803C41,67,WEST ENGLEWOOD,208,West Englewood
11-04281746,2011-12-20 00:00:00,Front,,2,Open,1,"FRONT DOOR, AND REAR DOOR UNBOARDED",Vacant,1,,0,1,1,5534,S,WOOD,ST,60636,5534 S WOOD ST chicago IL 60636,1165294.02780427,1867897.3903715,41.7931058665172,-87.669419695059,"41.793105866517216,-87.66941969505905",01010000204FE58A003E2E1E07EEC73141FA62EF6379803C41,67,WEST ENGLEWOOD,208,West Englewood
12-00167983,2012-02-07 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5530,S,WINCHESTER,AVE,60636,5530 S WINCHESTER AVE chicago IL 60636,1164301.79989404,1867896.15200762,41.7931234381199,-87.6730581341398,"41.79312343811991,-87.67305813413982",01010000204FE58A0016DBC5CC0DC43141ADF8E92678803C41,67,WEST ENGLEWOOD,208,West Englewood
12-00823211,2012-04-26 00:00:00,,,2,,2,,,2,,0,,0,5519,S,HERMITAGE,AVE,60636,5519 S HERMITAGE AVE chicago IL 60636,1165620.79007464,1867984.79627874,41.7933387879663,-87.6682190104364,"41.79333878796631,-87.66821901043645",01010000204FE58A00E45442CA34C931416BECD8CBD0803C41,67,WEST ENGLEWOOD,208,West Englewood
11-00697321,2011-04-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5858,S,OAKLEY,AVE,60636,5858 S OAKLEY AVE chicago IL 60636,1162117.94006623,1865756.13249088,41.7872966927679,-87.681125681394,"41.78729669276787,-87.68112568139402",01010000204FE58A00322EA8F085BB31411DECEA211C783C41,63,GAGE PARK,208,West Englewood
11-01831815,2011-05-17 00:00:00,,,2,,2,,,2,,0,,0,5834,S,CLAREMONT,AVE,60636,5834 S CLAREMONT AVE chicago IL 60636,1161754.06581369,1865786.89842232,41.7873886852922,-87.6824590015039,"41.78738868529216,-87.68245900150391",01010000204FE58A007E2AD9101ABA31415201FFE53A783C41,63,GAGE PARK,208,West Englewood
12-00197288,2012-02-14 00:00:00,Rear,,2,Open,1,REAR,Vacant,1,,0,1,1,5841,S,OAKLEY,AVE,60636,5841 S OAKLEY AVE chicago IL 60636,1162114.9600114,1865870.27998977,41.7876099906158,-87.6811334331795,"41.787609990615834,-87.6811334331795",01010000204FE58A009F4EC3F582BB3141D968AD478E783C41,63,GAGE PARK,208,West Englewood
11-00697295,2011-04-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5825,S,WESTERN,AVE,60636,5825 S WESTERN AVE chicago IL 60636,1161367.76499126,1865968.84052544,41.7878959748589,-87.6838703675986,"41.787895974858856,-87.68387036759859",01010000204FE58A009B77D6C397B83141DCAC2CD7F0783C41,63,GAGE PARK,208,West Englewood
11-00149717,2011-01-31 00:00:00,Front,,2,Open,1,FRONT DOOR HAS BEEN KICKED IN AND LOCK BROKEN,Vacant,1,,0,1,1,5751,S,HOYNE,AVE,60636,5751 S HOYNE AVE chicago IL 60636,1163344.39328782,1866497.13340193,41.7893044769611,-87.6766080432328,"41.78930447696112,-87.67660804323283",01010000204FE58A00B582AE6450C03141FFA02622017B3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00291919,2011-02-19 00:00:00,Front,,2,Open,1,FRONT DOOR,Vacant,1,,0,1,1,1946,W,59TH,ST,60636,1946 W 59TH ST chicago IL 60636,1164297.17112889,1865533.13822426,41.786639126889,-87.6731416451554,"41.786639126888964,-87.67314164515541",01010000204FE58A005A1ACF2B09C4314144AA62233D773C41,67,WEST ENGLEWOOD,208,West Englewood
11-00699087,2011-04-08 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1640,W,59TH,ST,60636,1640 W 59TH ST chicago IL 60636,1166303.85979085,1865582.07368622,41.7867308939278,-87.6657826637631,"41.78673089392777,-87.6657826637631",01010000204FE58A00CE401BDCDFCB3141A119DD126E773C41,67,WEST ENGLEWOOD,208,West Englewood
11-00751493,2011-04-11 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,1849,W,59TH,ST,60636,1849 W 59TH ST chicago IL 60636,1164944.89171966,1865548.58968187,41.7866678551703,-87.6707663185306,"41.786667855170336,-87.67076631853057",01010000204FE58A0059BD47E490C631411B64F5964C773C41,67,WEST ENGLEWOOD,208,West Englewood
11-00928750,2011-04-18 00:00:00,Garage,,2,Open,1,REAR,Vacant,1,,0,1,1,1935,W,59TH,ST,60636,1935 W 59TH ST chicago IL 60636,1164351.37112889,1865534.33822426,41.7866412776382,-87.6729428851152,"41.786641277638225,-87.6729428851152",01010000204FE58A008D4D025F3FC4314177DD95563E773C41,67,WEST ENGLEWOOD,208,West Englewood
11-00949808,2011-04-19 00:00:00,Front,,2,Open,1,SIDE DOOR,Vacant,1,,0,1,1,5918,S,HERMITAGE,AVE,60636,5918 S HERMITAGE AVE chicago IL 60636,1165693.1499076,1865446.6519159,41.7863722693477,-87.6680256962569,"41.78637226934766,-87.66802569625688",01010000204FE58A002F5860267DC93141DEF5E3A6E6763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00244175,2012-02-19 00:00:00,Front,,2,Open,1,BACK DOOR AND FRONT DOOR OPEN,Vacant,1,,0,1,1,5923,S,WOLCOTT,AVE,60636,5923 S WOLCOTT AVE chicago IL 60636,1164702.28552912,1865388.80772031,41.7862345199537,-87.6716603514333,"41.786234519953695,-87.67166035143326",01010000204FE58A00B86F18499EC531411CC2C6CEAC763C41,67,WEST ENGLEWOOD,208,West Englewood
11-03370464,2011-07-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5923,S,WOOD,ST,60636,5923 S WOOD ST chicago IL 60636,1165363.84452579,1865405.12781641,41.7862653080681,-87.6692342762052,"41.78626530806808,-87.6692342762052",01010000204FE58A0099D732D833C831418593B820BD763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00544160,2012-02-29 00:00:00,Front,,2,Open,1,,Vacant,1,,0,1,1,5931,S,WOLCOTT,AVE,60636,5931 S WOLCOTT AVE chicago IL 60636,1164703.68552912,1865335.20772031,41.7860874051548,-87.6716567307088,"41.78608740515479,-87.67165673070882",01010000204FE58A001FD67EAF9FC5314182282D3577763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00545415,2012-03-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5952,S,HERMITAGE,AVE,60636,5952 S HERMITAGE AVE chicago IL 60636,1165699.13571009,1865219.0310256,41.7857475219504,-87.6680102072179,"41.7857475219504,-87.6680102072179",01010000204FE58A007EE5BD2283C93141314BF10703763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00545418,2012-03-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5945,S,HERMITAGE,AVE,60636,5945 S HERMITAGE AVE chicago IL 60636,1165697.8499076,1865265.9519159,41.7858763060713,-87.6680135903862,"41.78587630607132,-87.66801359038624",01010000204FE58A00638B93D981C93141ABC2B0F331763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00545424,2012-03-01 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,5944,S,HERMITAGE,AVE,60636,5944 S HERMITAGE AVE chicago IL 60636,1165697.7499076,1865272.6519159,41.7858946938363,-87.6680137669474,"41.785894693836276,-87.66801376694737",01010000204FE58A00C9F1F9BF81C93141DEF5E3A638763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00586157,2012-03-08 00:00:00,Front,,2,Open,1,REAR,Vacant,1,,0,1,1,5933,S,HERMITAGE,AVE,60636,5933 S HERMITAGE AVE chicago IL 60636,1165695.7499076,1865346.2519159,41.786096703945,-87.6680190118104,"41.78609670394505,-87.66801901181042",01010000204FE58A00C9F1F9BF7FC93141788F7D4082763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00650767,2012-03-21 00:00:00,Front,,2,Boarded,0,REAR DOOR,Vacant,1,1,1,1,1,5921,S,WOOD,ST,60636,5921 S WOOD ST chicago IL 60636,1165363.44452579,1865418.52781641,41.7863020878358,-87.6692353633272,"41.78630208783584,-87.66923536332722",01010000204FE58A003271CC7133C83141EBF91E87CA763C41,67,WEST ENGLEWOOD,208,West Englewood
12-00694082,2012-03-30 00:00:00,,,2,,2,,,2,,0,,0,5919,S,WINCHESTER,AVE,60636,5919 S WINCHESTER AVE chicago IL 60636,1164369.77112889,1865407.33822426,41.7862923855412,-87.672878997745,"41.78629238554121,-87.672878997745",01010000204FE58A00F4B368C551C4314177DD9556BF763C41,67,WEST ENGLEWOOD,208,West Englewood
11-00456998,2011-03-21 00:00:00,Front,,2,Open,1,SIDE DOOR AND WINDOWS,Vacant,1,,0,1,1,6410,S,CLAREMONT,AVE,60636,6410 S CLAREMONT AVE chicago IL 60636,1161843.40018691,1862085.16547306,41.7772287735872,-87.6822342229648,"41.777228773587154,-87.68223422296482",01010000204FE58A003BA6726673BA314145715C2AC5693C41,66,CHICAGO LAWN,208,West Englewood
11-00204206,2011-02-07 00:00:00,Front,,2,Open,1,FRONT/WINDOWS,Vacant,1,,0,1,1,6439,S,HAMILTON,AVE,60636,6439 S HAMILTON AVE chicago IL 60636,1163136.84072291,1861923.75996615,41.7767588837482,-87.6774969772221,"41.77675888374817,-87.67749697722212",01010000204FE58A00DB9D39D780BF314140248DC223693C41,67,WEST ENGLEWOOD,208,West Englewood
11-00245721,2011-02-14 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6435,S,PAULINA,ST,60636,6435 S PAULINA ST chicago IL 60636,1166103.22708835,1861999.06293263,41.7769029305269,-87.6666201516986,"41.776902930526894,-87.66662015169858",01010000204FE58A004D76223A17CB3141545A1C106F693C41,67,WEST ENGLEWOOD,208,West Englewood
11-00390541,2011-03-09 00:00:00,,,2,,2,,,2,,0,,0,6418,S,HERMITAGE,AVE,60636,6418 S HERMITAGE AVE chicago IL 60636,1165771.27763097,1862131.76887613,41.7772741485745,-87.6678333059597,"41.77727414857446,-87.66783330595973",01010000204FE58A00C1D21247CBC93141E910D5C4F3693C41,67,WEST ENGLEWOOD,208,West Englewood
11-00432490,2011-03-16 00:00:00,Front,,2,Open,1,,Vacant,1,,0,,0,6423,S,HAMILTON,AVE,60636,6423 S HAMILTON AVE chicago IL 60636,1163134.14072291,1862030.55996615,41.7770520138878,-87.677503889469,"41.77705201388777,-87.67750388946897",01010000204FE58A00A86A06247EBF31410DF1598F8E693C41,67,WEST ENGLEWOOD,208,West Englewood
11-00433018,2011-03-16 00:00:00,Rear,,2,Open,1,BACK DOOR,Vacant,1,,0,1,1,6450,S,WOLCOTT,AVE,,6450 S WOLCOTT AVE chicago IL,1164783.76618864,1862226.83197044,41.7775559282423,-87.6714508411297,"41.77755592824229,-87.67145084112967",01010000204FE58A004FF024C4EFC53141C703FCD4526A3C41,67,WEST ENGLEWOOD,208,West Englewood
11-00576813,2011-04-02 00:00:00,Rear,,2,Open,1,FRONT,Vacant,1,,0,1,1,6401,S,HOYNE,AVE,60636,6401 S HOYNE AVE chicago IL 60636,1163462.69489796,1862186.20930833,41.7774722544253,-87.676295052656,"41.777472254425284,-87.67629505265604",01010000204FE58A002CD5E4B1C6C03141103B95352A6A3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01661860,2011-05-12 00:00:00,Front,,2,Open,1,FRONT DOOR. PROPERTY IS DOWN THE STREET FROM O'TOOLE ELEMENTARY.,Vacant,1,,0,,0,2051,W,64TH,ST,60636,2051 W 64TH ST chicago IL 60636,1163700.96097257,1862198.59600216,41.7775012462799,-87.6754212180744,"41.77750124627991,-87.67542121807443",01010000204FE58A00614C02F6B4C13141FA989398366A3C41,67,WEST ENGLEWOOD,208,West Englewood
11-01705301,2011-05-13 00:00:00,Rear,,2,Open,1,,Vacant,1,1,1,,0,6400,S,HOYNE,AVE,60636,6400 S HOYNE AVE chicago IL 60636,1163462.49489796,1862192.90930833,41.7774906443178,-87.676295598193,"41.77749064431783,-87.67629559819295",01010000204FE58A00F9A1B17EC6C03141436EC8E8306A3C41,67,WEST ENGLEWOOD,208,West Englewood
11-02344760,2011-05-31 00:00:00,Front,,2,Open,1,NOT BEING MAINTAINED... CAUSING ALOT OF RODENTS.. RACOONS ETC.. TALL GRASS..,Vacant,1,,0,1,1,6441,S,HONORE,ST,60636,6441 S HONORE ST chicago IL 60636,1165119.38670437,1861960.96381228,41.7768192559719,-87.6702279663899,"41.77681925597193,-87.67022796638987",01010000204FE58A00BE0EFF623FC73141CE66BCF648693C41,67,WEST ENGLEWOOD,208,West Englewood
11-02377063,2011-06-01 00:00:00,Front,,2,Open,1,REAR DOOR IS OPEN & GRASS NEEDS CUTTING.,Vacant,1,,0,,0,6444,S,WOOD,ST,60636,6444 S WOOD ST chicago IL 60636,1165447.49139095,1861949.27751589,41.7767802383646,-87.6690254741353,"41.77678023836464,-87.66902547413525",01010000204FE58A001CCCCB7D87C8314108480B473D693C41,67,WEST ENGLEWOOD,208,West Englewood
11-03235627,2011-06-24 00:00:00,Front,,2,Open,1,FRONT,Vacant,1,,0,,0,6406,S,WOLCOTT,AVE,60636,6406 S WOLCOTT AVE chicago IL 60636,1164784.86618864,1862189.03197044,41.7774521768373,-87.6714478750981,"41.77745217683731,-87.67144787509808",01010000204FE58A00E989BEDDF0C53141FA362F082D6A3C41,67,WEST ENGLEWOOD,208,West Englewood
